name	number_unique_genes	number_multiple_genes	number_multiple_unique_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_multiple_unique_genes	list_missing_genes
3300038459_14	46	0	0	7	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01200.19,PF01280.21,PF04919.13,PF07541.13,TIGR00064,TIGR00111,TIGR00134,TIGR00291,TIGR00323,TIGR00335,TIGR00373,TIGR00405,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00967,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01046,TIGR01052,TIGR01171,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03680			PF01090.20,TIGR00037,TIGR00279,TIGR01028,TIGR02390,TIGR03674,TIGR03676
3300038460_12	39	1	0	13	PF00466.21,PF00687.22,PF00827.18,PF01000.27,PF01090.20,PF01200.19,PF07541.13,TIGR00037,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00967,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01028,TIGR01052,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03671,TIGR03672,TIGR03676,TIGR03680	TIGR00373		PF00410.20,PF00900.21,PF01015.19,PF01280.21,PF04919.13,TIGR00291,TIGR01020,TIGR01046,TIGR01171,TIGR01213,TIGR03670,TIGR03673,TIGR03674
3300038462_12	45	2	0	6	PF00410.20,PF00827.18,PF00900.21,PF01000.27,PF01090.20,PF01200.19,PF01280.21,PF04919.13,PF07541.13,TIGR00037,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00335,TIGR00373,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00967,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01052,TIGR01213,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03676,TIGR03680	PF01015.19,TIGR01952		PF00466.21,PF00687.22,TIGR00323,TIGR00405,TIGR01046,TIGR01171
3300038474_10	45	3	0	5	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01200.19,PF04919.13,PF07541.13,TIGR00037,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00967,TIGR00982,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01052,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03670,TIGR03672,TIGR03673,TIGR03674,TIGR03676,TIGR03680	PF01280.21,TIGR00373,TIGR00405		TIGR01008,TIGR01046,TIGR01171,TIGR02389,TIGR03671
3300038475_9	51	1	0	1	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01200.19,PF01280.21,PF04919.13,PF07541.13,TIGR00037,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00967,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01046,TIGR01052,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03670,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03676,TIGR03680	TIGR00373		TIGR01171
3300039216_15	42	1	0	10	PF00466.21,PF00687.22,PF00827.18,PF01000.27,PF01015.19,PF01090.20,PF01200.19,PF04919.13,PF07541.13,TIGR00037,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00967,TIGR00982,TIGR01012,TIGR01018,TIGR01028,TIGR01046,TIGR01052,TIGR01213,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03627,TIGR03628,TIGR03629,TIGR03670,TIGR03671,TIGR03674,TIGR03676,TIGR03680	TIGR01952		PF00410.20,PF00900.21,PF01280.21,TIGR00373,TIGR01008,TIGR01020,TIGR01171,TIGR03626,TIGR03672,TIGR03673
Fen.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.2_73.89_4.40	34	1	1	17	PF00466.21,PF00687.22,PF00827.18,PF01015.19,PF01090.20,PF01200.19,PF04919.13,PF07541.13,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00483,TIGR00491,TIGR00522,TIGR00982,TIGR01028,TIGR01046,TIGR01052,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR03627,TIGR03670,TIGR03671,TIGR03674,TIGR03676,TIGR03680	TIGR00373	TIGR00037	PF00410.20,PF00900.21,PF01000.27,PF01280.21,TIGR00448,TIGR00967,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01171,TIGR02390,TIGR03626,TIGR03628,TIGR03629,TIGR03672,TIGR03673
Fen.Labelled.R1.T1.F1.trimmomatic.metaspades_bin.7_80.00_4.00	37	1	0	15	PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01280.21,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00982,TIGR01012,TIGR01020,TIGR01028,TIGR01046,TIGR01052,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03627,TIGR03670,TIGR03671,TIGR03673,TIGR03674,TIGR03680	TIGR00373		PF00410.20,PF01200.19,PF04919.13,PF07541.13,TIGR00037,TIGR00291,TIGR00967,TIGR01008,TIGR01018,TIGR01171,TIGR03626,TIGR03628,TIGR03629,TIGR03672,TIGR03676
Fen.Labelled.R1.T2.F1.trimmomatic.megahit_bin.37_82.87_2.40	36	2	0	15	PF00466.21,PF00687.22,PF00827.18,PF01000.27,PF01090.20,PF01200.19,PF04919.13,TIGR00037,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00982,TIGR01012,TIGR01018,TIGR01028,TIGR01046,TIGR01052,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR03627,TIGR03629,TIGR03670,TIGR03671,TIGR03674,TIGR03680	PF01015.19,TIGR00373		PF00410.20,PF00900.21,PF01280.21,PF07541.13,TIGR00967,TIGR01008,TIGR01020,TIGR01171,TIGR02389,TIGR02390,TIGR03626,TIGR03628,TIGR03672,TIGR03673,TIGR03676
Fen.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.35_83.86_0.80	35	1	0	17	PF00410.20,PF00466.21,PF00827.18,PF01000.27,PF01015.19,PF01090.20,PF01280.21,PF04919.13,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00491,TIGR00967,TIGR01008,TIGR01012,TIGR01052,TIGR01171,TIGR01213,TIGR02236,TIGR02338,TIGR02390,TIGR03626,TIGR03627,TIGR03670,TIGR03671,TIGR03672,TIGR03674,TIGR03676,TIGR03680	TIGR00373		PF00687.22,PF00900.21,PF01200.19,PF07541.13,TIGR00037,TIGR00483,TIGR00522,TIGR00982,TIGR01018,TIGR01020,TIGR01028,TIGR01046,TIGR01952,TIGR02389,TIGR03628,TIGR03629,TIGR03673
Fen.Labelled.R2.T1.F1.JGI.BFC.metaspades_bin.7_80.70_3.64	38	3	0	12	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01200.19,PF01280.21,PF04919.13,PF07541.13,TIGR00064,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00982,TIGR01020,TIGR01046,TIGR01052,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR03626,TIGR03627,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03680	TIGR00373,TIGR01028,TIGR03676		PF01000.27,TIGR00037,TIGR00111,TIGR00967,TIGR01008,TIGR01012,TIGR01018,TIGR01171,TIGR02390,TIGR03628,TIGR03629,TIGR03670
Fen.Labelled.R2.T1.F2.trimmomatic.megahit_bin.33_75.70_4.00	44	0	0	9	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01015.19,PF01090.20,PF01280.21,PF04919.13,PF07541.13,TIGR00037,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00373,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00967,TIGR00982,TIGR01008,TIGR01018,TIGR01020,TIGR01028,TIGR01046,TIGR01171,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03628,TIGR03629,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03680			PF01000.27,PF01200.19,TIGR00064,TIGR00405,TIGR01012,TIGR01052,TIGR03627,TIGR03670,TIGR03676
Fen.Labelled.R2.T2.F1.JGI.BFC.metaspades_bin.36_84.98_5.60	43	4	0	6	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01200.19,PF01280.21,PF04919.13,PF07541.13,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00483,TIGR00522,TIGR00982,TIGR01008,TIGR01018,TIGR01028,TIGR01046,TIGR01052,TIGR01171,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03627,TIGR03628,TIGR03629,TIGR03670,TIGR03671,TIGR03673,TIGR03674,TIGR03680	TIGR00037,TIGR00373,TIGR00491,TIGR03676		PF01090.20,TIGR00967,TIGR01012,TIGR01020,TIGR03626,TIGR03672
Fen.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.57_80.79_2.40	29	0	0	24	PF00466.21,PF00687.22,PF00827.18,PF01015.19,PF01090.20,PF01280.21,PF04919.13,PF07541.13,TIGR00064,TIGR00111,TIGR00134,TIGR00291,TIGR00323,TIGR00335,TIGR00373,TIGR00448,TIGR00491,TIGR00522,TIGR00967,TIGR01012,TIGR01020,TIGR01052,TIGR01213,TIGR02236,TIGR02338,TIGR03627,TIGR03671,TIGR03674,TIGR03680			PF00410.20,PF00900.21,PF01000.27,PF01200.19,TIGR00037,TIGR00279,TIGR00405,TIGR00483,TIGR00982,TIGR01008,TIGR01018,TIGR01028,TIGR01046,TIGR01171,TIGR01952,TIGR02389,TIGR02390,TIGR03626,TIGR03628,TIGR03629,TIGR03670,TIGR03672,TIGR03673,TIGR03676
Fen.Labelled.R2.T3.F1.trimmomatic.megahit_bin.60_76.58_3.24	30	2	0	21	PF00410.20,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01280.21,PF04919.13,PF07541.13,TIGR00037,TIGR00064,TIGR00111,TIGR00134,TIGR00291,TIGR00323,TIGR00335,TIGR00448,TIGR00967,TIGR01018,TIGR01052,TIGR01171,TIGR01213,TIGR02236,TIGR02338,TIGR03626,TIGR03628,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03680	TIGR00373,TIGR01020		PF00466.21,PF00687.22,PF00827.18,PF01200.19,TIGR00279,TIGR00405,TIGR00483,TIGR00491,TIGR00522,TIGR00982,TIGR01008,TIGR01012,TIGR01028,TIGR01046,TIGR01952,TIGR02389,TIGR02390,TIGR03627,TIGR03629,TIGR03670,TIGR03676
Fen.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.35_77.55_4.44	38	1	0	14	PF00466.21,PF00687.22,PF00900.21,PF01000.27,PF01015.19,PF01280.21,PF04919.13,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00323,TIGR00335,TIGR00373,TIGR00405,TIGR00448,TIGR00483,TIGR00967,TIGR00982,TIGR01018,TIGR01028,TIGR01046,TIGR01052,TIGR01171,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03627,TIGR03628,TIGR03629,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03680	PF00410.20		PF00827.18,PF01090.20,PF01200.19,PF07541.13,TIGR00037,TIGR00291,TIGR00491,TIGR00522,TIGR01008,TIGR01012,TIGR01020,TIGR03626,TIGR03670,TIGR03676
Fen.Labelled.R3.T1.F1.JGI.BFC.metaspades_bin.17_91.10_7.60	46	2	0	5	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01200.19,PF01280.21,PF04919.13,PF07541.13,TIGR00037,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01046,TIGR01052,TIGR01171,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03671,TIGR03672,TIGR03673,TIGR03674	TIGR00373,TIGR03676		TIGR00064,TIGR00111,TIGR00967,TIGR03670,TIGR03680
Fen.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.4_83.17_2.00	36	1	0	16	PF00466.21,PF00687.22,PF01000.27,PF01015.19,PF01090.20,PF01200.19,PF04919.13,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR00982,TIGR01012,TIGR01018,TIGR01028,TIGR01046,TIGR01052,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03628,TIGR03629,TIGR03671,TIGR03674,TIGR03680	TIGR00373		PF00410.20,PF00827.18,PF00900.21,PF01280.21,PF07541.13,TIGR00037,TIGR00967,TIGR01008,TIGR01020,TIGR01171,TIGR03626,TIGR03627,TIGR03670,TIGR03672,TIGR03673,TIGR03676
Fen.Labelled.R3.T2.F1.trimmomatic.megahit_bin.18_82.32_8.80	37	4	0	12	PF00410.20,PF00466.21,PF00687.22,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01280.21,PF04919.13,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00448,TIGR00483,TIGR00522,TIGR00982,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01046,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR03626,TIGR03627,TIGR03628,TIGR03671,TIGR03672,TIGR03674,TIGR03680	PF00827.18,TIGR00037,TIGR00373,TIGR01052		PF01200.19,PF07541.13,TIGR00405,TIGR00491,TIGR00967,TIGR01008,TIGR01171,TIGR02390,TIGR03629,TIGR03670,TIGR03673,TIGR03676
Fen.Unlabelled.R1.T1.F1.trimmomatic.metaspades_bin.18_78.79_1.60	27	1	0	25	PF00466.21,PF00687.22,PF00827.18,PF01000.27,PF01015.19,PF01090.20,PF07541.13,TIGR00111,TIGR00134,TIGR00335,TIGR00405,TIGR00483,TIGR00522,TIGR00967,TIGR01012,TIGR01018,TIGR01020,TIGR01046,TIGR01052,TIGR01213,TIGR02236,TIGR02338,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03671	TIGR00373		PF00410.20,PF00900.21,PF01200.19,PF01280.21,PF04919.13,TIGR00037,TIGR00064,TIGR00279,TIGR00291,TIGR00323,TIGR00448,TIGR00491,TIGR00982,TIGR01008,TIGR01028,TIGR01171,TIGR01952,TIGR02389,TIGR02390,TIGR03670,TIGR03672,TIGR03673,TIGR03674,TIGR03676,TIGR03680
Fen.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.66_73.30_3.47	31	2	0	20	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01090.20,PF01280.21,PF04919.13,TIGR00064,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00405,TIGR00448,TIGR00483,TIGR00522,TIGR00967,TIGR00982,TIGR01012,TIGR01020,TIGR01028,TIGR01213,TIGR02236,TIGR02338,TIGR02390,TIGR03626,TIGR03670,TIGR03671,TIGR03673,TIGR03680	TIGR00111,TIGR00373		PF01000.27,PF01015.19,PF01200.19,PF07541.13,TIGR00037,TIGR00335,TIGR00491,TIGR01008,TIGR01018,TIGR01046,TIGR01052,TIGR01171,TIGR01952,TIGR02389,TIGR03627,TIGR03628,TIGR03629,TIGR03672,TIGR03674,TIGR03676
Fen.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.70_78.60_1.60	39	1	0	13	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF01000.27,PF01090.20,PF01280.21,PF04919.13,PF07541.13,TIGR00037,TIGR00064,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00448,TIGR00483,TIGR00491,TIGR00967,TIGR00982,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01046,TIGR01052,TIGR01213,TIGR01952,TIGR02236,TIGR02389,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03670,TIGR03672,TIGR03674,TIGR03676,TIGR03680	TIGR00373		PF00900.21,PF01015.19,PF01200.19,TIGR00111,TIGR00335,TIGR00405,TIGR00522,TIGR01008,TIGR01171,TIGR02338,TIGR03629,TIGR03671,TIGR03673
Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.103_70.94_0.80	30	2	0	21	PF00410.20,PF00466.21,PF00687.22,PF01015.19,PF01090.20,PF01280.21,PF04919.13,PF07541.13,TIGR00064,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00448,TIGR00491,TIGR00522,TIGR00982,TIGR01012,TIGR01020,TIGR01028,TIGR01052,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR03626,TIGR03674,TIGR03676,TIGR03680	TIGR00373,TIGR00405		PF00827.18,PF00900.21,PF01000.27,PF01200.19,TIGR00037,TIGR00111,TIGR00134,TIGR00483,TIGR00967,TIGR01008,TIGR01018,TIGR01046,TIGR01171,TIGR02390,TIGR03627,TIGR03628,TIGR03629,TIGR03670,TIGR03671,TIGR03672,TIGR03673
Fen.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.15_78.99_8.00	32	2	0	19	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01280.21,PF04919.13,PF07541.13,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00982,TIGR01012,TIGR01028,TIGR01052,TIGR01213,TIGR01952,TIGR02338,TIGR03627,TIGR03628,TIGR03671,TIGR03674,TIGR03676	TIGR00037,TIGR00373		PF01200.19,TIGR00483,TIGR00491,TIGR00522,TIGR00967,TIGR01008,TIGR01018,TIGR01020,TIGR01046,TIGR01171,TIGR02236,TIGR02389,TIGR02390,TIGR03626,TIGR03629,TIGR03670,TIGR03672,TIGR03673,TIGR03680
Fen.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.16_83.13_0.80	42	1	0	10	PF00410.20,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01280.21,PF04919.13,PF07541.13,TIGR00064,TIGR00111,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00491,TIGR00522,TIGR00967,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01052,TIGR01171,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03671,TIGR03672,TIGR03673,TIGR03674,TIGR03680	TIGR00373		PF00466.21,PF00687.22,PF01200.19,TIGR00037,TIGR00134,TIGR00483,TIGR01046,TIGR02390,TIGR03670,TIGR03676
Fen.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.72_79.99_5.64	37	4	0	12	PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01280.21,PF04919.13,PF07541.13,TIGR00037,TIGR00111,TIGR00279,TIGR00291,TIGR00405,TIGR00448,TIGR00483,TIGR00967,TIGR00982,TIGR01008,TIGR01018,TIGR01020,TIGR01028,TIGR01046,TIGR01052,TIGR01171,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR03626,TIGR03628,TIGR03629,TIGR03672,TIGR03673,TIGR03674	TIGR00134,TIGR00323,TIGR00373,TIGR00522		PF00410.20,PF01200.19,TIGR00064,TIGR00335,TIGR00491,TIGR01012,TIGR02390,TIGR03627,TIGR03670,TIGR03671,TIGR03676,TIGR03680
Fen.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.70_79.20_1.87	34	2	0	17	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01280.21,PF04919.13,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00335,TIGR00405,TIGR00448,TIGR00483,TIGR00522,TIGR00967,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01046,TIGR01052,TIGR01213,TIGR02236,TIGR02338,TIGR03628,TIGR03629,TIGR03671,TIGR03673,TIGR03674,TIGR03680	TIGR00373,TIGR03627		PF01090.20,PF01200.19,PF07541.13,TIGR00037,TIGR00064,TIGR00323,TIGR00491,TIGR00982,TIGR01028,TIGR01171,TIGR01952,TIGR02389,TIGR02390,TIGR03626,TIGR03670,TIGR03672,TIGR03676
Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.18_75.52_0.00	33	1	0	19	PF00410.20,PF00466.21,PF00687.22,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01200.19,PF01280.21,PF04919.13,PF07541.13,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00491,TIGR00967,TIGR01008,TIGR01012,TIGR01020,TIGR01052,TIGR01171,TIGR01213,TIGR02338,TIGR03627,TIGR03671,TIGR03673,TIGR03674,TIGR03680	TIGR00373		PF00827.18,TIGR00037,TIGR00064,TIGR00483,TIGR00522,TIGR00982,TIGR01018,TIGR01028,TIGR01046,TIGR01952,TIGR02236,TIGR02389,TIGR02390,TIGR03626,TIGR03628,TIGR03629,TIGR03670,TIGR03672,TIGR03676
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.105_81.22_1.20	43	1	0	9	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01280.21,PF04919.13,PF07541.13,TIGR00064,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00448,TIGR00491,TIGR00967,TIGR00982,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01046,TIGR01052,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02390,TIGR03626,TIGR03627,TIGR03628,TIGR03629,TIGR03670,TIGR03672,TIGR03673,TIGR03674,TIGR03680	TIGR00373		PF01200.19,TIGR00037,TIGR00483,TIGR00522,TIGR01008,TIGR01171,TIGR02389,TIGR03671,TIGR03676
GCA_002495465.1_ASM249546v1_genomic	37	0	0	16	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01200.19,PF04919.13,PF07541.13,TIGR00064,TIGR00111,TIGR00279,TIGR00291,TIGR00373,TIGR00405,TIGR00448,TIGR00491,TIGR00522,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01028,TIGR01052,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03626,TIGR03670,TIGR03671,TIGR03672,TIGR03674,TIGR03676			PF01090.20,PF01280.21,TIGR00037,TIGR00134,TIGR00323,TIGR00335,TIGR00483,TIGR00967,TIGR01046,TIGR01171,TIGR01213,TIGR03627,TIGR03628,TIGR03629,TIGR03673,TIGR03680
OWC_0000	25	2	0	26	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01090.20,PF01200.19,PF01280.21,PF04919.13,PF07541.13,TIGR00064,TIGR00323,TIGR00373,TIGR00405,TIGR00967,TIGR00982,TIGR01008,TIGR01020,TIGR01028,TIGR01213,TIGR02390,TIGR03626,TIGR03671,TIGR03672,TIGR03676	TIGR00111,TIGR02236		PF01000.27,PF01015.19,TIGR00037,TIGR00134,TIGR00279,TIGR00291,TIGR00335,TIGR00448,TIGR00483,TIGR00491,TIGR00522,TIGR01012,TIGR01018,TIGR01046,TIGR01052,TIGR01171,TIGR01952,TIGR02338,TIGR02389,TIGR03627,TIGR03628,TIGR03629,TIGR03670,TIGR03673,TIGR03674,TIGR03680
OWC_0001	24	1	0	28	PF00410.20,PF00466.21,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01200.19,PF01280.21,TIGR00064,TIGR00405,TIGR00448,TIGR00491,TIGR01008,TIGR01012,TIGR01018,TIGR01020,TIGR01052,TIGR03626,TIGR03627,TIGR03628,TIGR03672,TIGR03673,TIGR03674,TIGR03680	PF00687.22		PF00827.18,PF04919.13,PF07541.13,TIGR00037,TIGR00111,TIGR00134,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00373,TIGR00483,TIGR00522,TIGR00967,TIGR00982,TIGR01028,TIGR01046,TIGR01171,TIGR01213,TIGR01952,TIGR02236,TIGR02338,TIGR02389,TIGR02390,TIGR03629,TIGR03670,TIGR03671,TIGR03676
OWC_0002	35	1	0	17	PF00410.20,PF00466.21,PF00687.22,PF00827.18,PF00900.21,PF01000.27,PF01015.19,PF01090.20,PF01200.19,PF04919.13,PF07541.13,TIGR00064,TIGR00279,TIGR00291,TIGR00323,TIGR00335,TIGR00405,TIGR00483,TIGR00967,TIGR00982,TIGR01008,TIGR01012,TIGR01018,TIGR01028,TIGR01046,TIGR01213,TIGR01952,TIGR02236,TIGR02389,TIGR02390,TIGR03626,TIGR03628,TIGR03629,TIGR03672,TIGR03676	TIGR01052		PF01280.21,TIGR00037,TIGR00111,TIGR00134,TIGR00373,TIGR00448,TIGR00491,TIGR00522,TIGR01020,TIGR01171,TIGR02338,TIGR03627,TIGR03670,TIGR03671,TIGR03673,TIGR03674,TIGR03680
