feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Verrucomicrobiales..f__V1.33..NA	Treatment	ST	0.49977055217303	0.301919975584447	23	3	0.112731187468173	0.291187569105982
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..f__Micrococcaceae..g__Arthrobacter_D	Treatment	ST	0.540758310200503	0.327329980042535	23	3	0.113403926813163	0.291848341063288
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..f__Hymenobacteraceae..g__Rufibacter	Treatment	ST	-0.975312573490186	0.591367980504518	23	11	0.113976746987989	0.292248069199971
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..f__Microbacteriaceae..g__Cryobacterium	Treatment	ST	0.403706416166631	0.245894605235143	23	5	0.115526421197341	0.293239244857789
d__Bacteria..p__Chloroflexota..c__Limnocylindria..o__Limnocylindrales..f__CSP1.4..g__UBA5189	Treatment	ST	-0.527827085706785	0.321583361512031	23	20	0.115620045115357	0.293239244857789
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Gemmatales..f__Gemmataceae..NA	Treatment	ST	-1.06782030645416	0.650132142952983	23	21	0.11538442995391	0.293239244857789
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Micromonosporaceae..g__Actinoplanes	Treatment	ST	1.24922367126322	0.764427795020181	23	10	0.117121313049718	0.295672241003456
d__Bacteria..p__Desulfobacterota_E..c__MBNT15..o__MBNT15..f__MBNT15..g__CG2.30.66.27	Treatment	ST	-0.49035893253081	0.300324639539883	23	3	0.117424118569944	0.295672241003456
d__Bacteria..p__Firmicutes..c__Bacilli..o__Paenibacillales..f__Paenibacillaceae..g__Paenibacillus	Treatment	ST	-0.483503193289404	0.298031711249324	23	4	0.119652736477953	0.297187742464327
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Longimicrobiales..f__RSA9..g__JADGQX01	Treatment	ST	0.772994803561022	0.476707414062041	23	23	0.11982332511885	0.297187742464327
d__Bacteria..p__Myxococcota_A..c__UBA796..o__UBA796..f__SXON01..g__CAIUMM01	Treatment	ST	-1.09643845195346	0.675555634689835	23	14	0.119503096847357	0.297187742464327
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Pirellulaceae..g__Pirellula	Treatment	ST	-0.736871788160322	0.453750047949075	23	23	0.11930071095707	0.297187742464327
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Ferrovibrionales..f__Ferrovibrionaceae..g__Ferrovibrio	Treatment	ST	0.652115665511772	0.40253566923476	23	6	0.120148758739149	0.297187742464327
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..f__Micrococcaceae..g__Kocuria	Treatment	ST	-1.21677120869066	0.752393745821748	23	8	0.120758719185837	0.297375820542034
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Gemmatimonadales..f__GWC2.71.9..g__JABFSM01	Treatment	ST	-0.865876135145934	0.535898892580953	23	20	0.121074441220685	0.297375820542034
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Thermoguttaceae..NA	Treatment	ST	0.811009885048907	0.50519166301507	23	7	0.12335057800667	0.301907009107235
d__Bacteria..p__Chloroflexota..c__Anaerolineae..o__Caldilineales..f__Caldilineaceae..g__JADJPH01	Treatment	ST	-1.32396505620505	0.830137363539505	23	22	0.12568076168057	0.306538443123341
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__Chitinophagaceae..g__JJ008	Treatment	ST	-0.878827754396957	0.555089472831403	23	12	0.128316577714031	0.311677263273215
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..f__172606.1..g__Rhodocytophaga	Treatment	ST	1.07093445782183	0.678432951493205	23	14	0.129387009860688	0.311677263273215
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Flavobacteriales..f__Crocinitomicaceae..g__Fluviicola	Treatment	ST	1.35347315418559	0.858592797530474	23	15	0.129882954718423	0.311677263273215
d__Bacteria..p__Chloroflexota..c__Limnocylindria..o__Limnocylindrales..f__CSP1.4..NA	Treatment	ST	-0.472932796847639	0.300119087611023	23	23	0.130013944108256	0.311677263273215
d__Bacteria..p__Patescibacteria..c__ABY1..o__UBA9570..f__JAHJKD01..g__JAHJKD01	Treatment	ST	0.456301092401393	0.288526286224865	23	5	0.128711534306299	0.311677263273215
d__Bacteria..p__Chloroflexota..c__Chloroflexia..o__Thermomicrobiales..f__Thermomicrobiaceae..g__Nitrolancea	Treatment	ST	-0.438762278442431	0.279649907138011	23	7	0.131600899753201	0.314404879956452
d__Bacteria..p__Chlamydiota..c__Chlamydiia..o__Chlamydiales..f__Rhabdochlamydiaceae..g__Rhabdochlamydia	Treatment	ST	1.00899455819114	0.64726448522303	23	3	0.133973480816837	0.318984478135326
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Rhizobiaceae..NA	Treatment	ST	-0.754447522428999	0.484903695681126	23	22	0.134681659882124	0.319583599720295
d__Bacteria..p__Bdellovibrionota..c__FAC87..o__UBA2466..f__UBA2466..g__JACPWY01	Treatment	ST	0.818113758583875	0.528515814987561	23	9	0.136574449874047	0.322393111986719
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__Burkholderiaceae..g__Rubrivivax	Treatment	ST	-1.00005907651771	0.646424586333249	23	19	0.13678679180008	0.322393111986719
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__Saprospiraceae..g__UBA6168	Treatment	ST	0.476806749491268	0.309535941241849	23	3	0.138398894639141	0.324010790125079
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Planctomycetales..f__Planctomycetaceae..NA	Treatment	ST	0.420151038443701	0.272519647860575	23	23	0.138074908593886	0.324010790125079
d__Bacteria..p__Chloroflexota..c__Dehalococcoidia..o__UBA2979..f__UBA2979..g__W.Chloroflexi.9	Treatment	ST	0.666269600433815	0.434142588417067	23	8	0.13979213682495	0.32618165259155
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Pseudomonadales..f__Halomonadaceae..NA	Treatment	ST	-0.52150490837208	0.340939918736778	23	5	0.141038192046456	0.327995795456876
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Chthoniobacterales..f__Chthoniobacteraceae..g__UBA695	Treatment	ST	-0.933749666768075	0.612158129575905	23	20	0.14209446273108	0.329358026197868
d__Bacteria..p__Myxococcota..c__Polyangia..o__Haliangiales..f__Haliangiaceae..NA	Treatment	ST	0.62901116218465	0.41306752632777	23	6	0.142731070093715	0.329741746091091
d__Bacteria..p__Myxococcota..c__Polyangia..o__Polyangiales..f__Polyangiaceae..g__Labilithrix	Treatment	ST	0.903165027736728	0.597888159760549	23	11	0.145794127403414	0.335710161784178
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..f__Microbacteriaceae..NA	Treatment	ST	0.86006766531807	0.572267470294134	23	14	0.147751703985022	0.339102271441034
d__Bacteria..p__Chloroflexota..c__Anaerolineae..o__Promineofilales..f__Promineofilaceae..NA	Treatment	ST	-0.462270668192376	0.31094786539	23	4	0.151967918433494	0.347313961098906
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Caulobacterales..f__TH1.2..g__Terricaulis	Treatment	ST	0.630039619866213	0.424183034787359	23	4	0.152321980081949	0.347313961098906
d__Bacteria..p__Firmicutes..c__Bacilli..o__Tumebacillales..NA..NA	Treatment	ST	-0.371937405022083	0.252180198368421	23	4	0.155078435822131	0.351974209634373
d__Bacteria..p__Patescibacteria..c__JAEDAM01..o__Absconditabacterales..f__X112..g__SKJI01	Treatment	ST	0.581307175017919	0.394430331590312	23	3	0.155371472538602	0.351974209634373
d__Bacteria..p__Acidobacteriota..c__Vicinamibacteria..o__Vicinamibacterales..f__SCN.69.37..NA	Treatment	ST	1.35171994889212	0.920573453776546	23	17	0.156830686181694	0.352995113592237
d__Bacteria..p__Firmicutes_A..c__Clostridia..o__Lachnospirales..f__Lachnospiraceae..NA	Treatment	ST	-0.590506136816805	0.401784701737044	23	5	0.156464470094639	0.352995113592237
d__Bacteria..p__Actinobacteriota..c__UBA4738..o__CADDZG01..f__WHSQ01..g__WHTI01	Treatment	ST	0.3759834777975	0.257882243075325	23	5	0.159643939903922	0.357859182496441
d__Bacteria..p__Myxococcota..c__Polyangia..o__Polyangiales..NA..NA	Treatment	ST	0.827082639289283	0.567813064285006	23	12	0.160014177316266	0.357859182496441
d__Bacteria..p__Patescibacteria..c__Saccharimonadia..o__UBA4664..f__UBA4664..NA	Treatment	ST	-0.995738920081234	0.690638069788811	23	10	0.164116049156421	0.365863803851893
d__Bacteria..p__Chloroflexota..c__Limnocylindria..o__Limnocylindrales..f__CSP1.4..g__CAIXZV01	Treatment	ST	-1.33415315478893	0.927631856925186	23	18	0.165104184504152	0.366898187787005
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__AKYH767.A..f__2013.40CM.41.45..g__JADKIH01	Treatment	ST	-0.523780228558642	0.365926985106656	23	5	0.167036649443012	0.369351492304617
d__Bacteria..p__Patescibacteria..c__Doudnabacteria..o__UBA920..f__O2.02.FULL.48.8..g__2.01.FULL.44.21	Treatment	ST	1.12441900187514	0.785989010806913	23	9	0.167263461515091	0.369351492304617
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Lacipirellulaceae..g__Posidoniimonas	Treatment	ST	-1.2369485650064	0.867026954693181	23	15	0.168378600421514	0.370644717908993
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Gemmatimonadales..f__GWC2.71.9..g__JADJOM01	Treatment	ST	-0.341339713951679	0.24063477573814	23	4	0.170716632120234	0.37426860471136
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Methylopilaceae..NA	Treatment	ST	0.500773588197989	0.35335722201286	23	3	0.171094219296622	0.37426860471136
d__Archaea..p__Nanoarchaeota..c__Nanoarchaeia..NA..NA..NA	Treatment	ST	-0.504940306078925	0.358304593114726	23	5	0.173398513895785	0.3744477402442
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Geodermatophilaceae..g__Modestobacter	Treatment	ST	-0.613276130358613	0.43372395918444	23	15	0.172022907654779	0.3744477402442
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__Saprospiraceae..g__JADKGY01	Treatment	ST	-1.07137843449928	0.761084004202001	23	14	0.17385073654195	0.3744477402442
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Azospirillales..f__Azospirillaceae..g__Azospirillum	Treatment	ST	-0.486125522127807	0.345279723153196	23	5	0.17378719771274	0.3744477402442
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Verrucomicrobiales..f__Verrucomicrobiaceae..g__Prosthecobacter	Treatment	ST	1.20234067847126	0.852587311643185	23	13	0.173113581408557	0.3744477402442
d__Bacteria..p__Myxococcota..c__Polyangia..o__Polyangiales..f__Polyangiaceae..g__Chondromyces	Treatment	ST	0.458522391232463	0.32659077313685	23	4	0.174945497901282	0.375649842119318
d__Bacteria..p__Chloroflexota..c__Anaerolineae..o__Aggregatilineales..f__A4b..g__GCA.2699585	Treatment	ST	0.707622593431357	0.509278293026081	23	23	0.179249935065493	0.383715457326742
d__Bacteria..p__Firmicutes..c__Bacilli..o__Aneurinibacillales..f__RAOX.1..g__Ammoniphilus_A	Treatment	ST	-0.818543828134649	0.590868930430782	23	13	0.180493717247104	0.385200006320038
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Pseudonocardiaceae..g__REN6	Treatment	ST	0.638795438446335	0.4678735588258	23	3	0.186602138229568	0.395175533742142
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..f__Spirosomaceae..g__Emticicia	Treatment	ST	-0.747557118328871	0.54803504971405	23	3	0.186988656134691	0.395175533742142
d__Bacteria..p__Bdellovibrionota..c__Bdellovibrionia..o__Bdellovibrionales..f__UBA6776..g__RBG.16.40.8	Treatment	ST	0.444038106368391	0.325861804468029	23	8	0.18742611028913	0.395175533742142
d__Bacteria..p__Myxococcota..c__Polyangia..o__Haliangiales..f__Haliangiaceae..g__Haliangium	Treatment	ST	0.838999108792054	0.614094427038079	23	7	0.186317200484615	0.395175533742142
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Legionellales..f__Legionellaceae..g__Legionella_C	Treatment	ST	0.922274341004569	0.681319900329058	23	9	0.190236602719872	0.399896762474206
d__Bacteria..p__Bacteroidota..c__Ignavibacteria..o__SJA.28..f__B.1AR..g__FEN.1279	Treatment	ST	0.74934776378481	0.560236830176807	23	3	0.195348452994728	0.409412925438053
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Micromonosporaceae..g__Plantactinospora	Treatment	ST	-0.679055404605274	0.510565549252154	23	6	0.197781780912533	0.413275363100816
d__Bacteria..p__Myxococcota..c__Myxococcia..o__Myxococcales..f__Myxococcaceae..g__Myxococcus	Treatment	ST	0.540324709756893	0.410165517702851	23	6	0.201920142400362	0.420666963334088
d__Bacteria..p__Myxococcota..NA..NA..NA..NA	Treatment	ST	0.943927497732117	0.718379275210011	23	10	0.203030341157812	0.421724744244714
d__Bacteria..p__Actinobacteriota..c__Thermoleophilia..o__Solirubrobacterales..f__Solirubrobacteraceae..NA	Treatment	ST	-1.01173090848407	0.771406227675645	23	19	0.203834033304551	0.422141489092265
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..NA..NA..NA	Treatment	ST	0.649276976569666	0.4961162978936	23	23	0.204771495350227	0.422831996298404
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__Acidimicrobiales..f__JACDCH01..g__VFJN01	Treatment	ST	-0.598690244908266	0.460726108834622	23	19	0.207874942948545	0.423001337395294
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Micromonosporaceae..NA	Treatment	ST	0.92253713640881	0.70626554935008	23	21	0.205605144909514	0.423001337395294
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__LD1..g__Bog.950	Treatment	ST	0.55294340022764	0.425458886642875	23	7	0.207810741035145	0.423001337395294
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..NA..NA	Treatment	ST	0.783925235299884	0.600785346993002	23	9	0.206067766076722	0.423001337395294
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Xanthomonadales..f__Xanthomonadaceae..g__Lysobacter	Treatment	ST	-1.34793665504203	1.03705964500445	23	18	0.207767753854773	0.423001337395294
d__Bacteria..p__Elusimicrobiota..c__Elusimicrobia..o__2.02.FULL.39.32..f__2.02.FULL.39.32..g__2.02.FULL.39.32	Treatment	ST	0.964706960397973	0.744286496641567	23	14	0.208988299519332	0.424034230908789
d__Bacteria..p__Patescibacteria..c__Saccharimonadia..o__Saccharimonadales..NA..NA	Treatment	ST	1.04752432167534	0.809778509151331	23	10	0.209854134028821	0.42456038676351
d__Bacteria..p__Firmicutes..c__Bacilli..o__Paenibacillales..f__Paenibacillaceae..g__Paenibacillus_C	Treatment	ST	-0.834221060838175	0.646092081668392	23	8	0.210674229187956	0.4249912404368
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Pseudonocardiaceae..NA	Treatment	ST	-0.447874819815627	0.347765552899593	23	4	0.211804756035369	0.426044049496433
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__Burkholderiaceae..g__Noviherbaspirillum	Treatment	ST	-0.655849587664444	0.51028362199733	23	14	0.212694374252472	0.426607627440489
d__Bacteria..p__Bacteroidota..c__Kapabacteria..o__Palsa.1295..f__Palsa.1295..g__JABDDM01	Treatment	ST	0.654724286766491	0.511290925125286	23	9	0.214321618734926	0.427422031665095
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Devosiaceae..NA	Treatment	ST	0.554071530565926	0.432377337463879	23	6	0.214003915894431	0.427422031665095
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhodobacterales..f__Rhodobacteraceae..g__Rubellimicrobium	Treatment	ST	0.908062663491703	0.710654738365761	23	11	0.21527102492694	0.428095788206983
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..f__Cellulomonadaceae..g__Promicromonospora	Treatment	ST	0.954313019928533	0.748493502761961	23	13	0.216243183177012	0.428810844826936
d__Bacteria..p__Planctomycetota..c__Phycisphaerae..o__Tepidisphaerales..f__Tepidisphaeraceae..NA	Treatment	ST	-0.999258085381942	0.786040081099477	23	20	0.21753863714233	0.430161146891613
d__Bacteria..p__Methylomirabilota..c__Methylomirabilia..o__Rokubacteriales..f__CSP1.6..NA	Treatment	ST	-0.753851092150668	0.593996987244556	23	11	0.218286037954927	0.43042317343225
d__Bacteria..p__Firmicutes_A..c__Clostridia..o__Clostridiales..f__Clostridiaceae..g__Clostridium_AM	Treatment	ST	-0.425315483223293	0.338520365440979	23	3	0.222769854477932	0.438030612737507
d__Bacteria..p__Acidobacteriota..c__Blastocatellia..o__Pyrinomonadales..f__Pyrinomonadaceae..g__QQUY01	Treatment	ST	-0.529282814822603	0.422338352858235	23	4	0.223900206471403	0.439020012689026
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Streptomycetales..f__Streptomycetaceae..g__Streptomyces	Treatment	ST	-0.643545731199294	0.517595396999888	23	22	0.227445894210059	0.442633955596132
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Longimicrobiales..f__UBA6960..g__BD2.11	Treatment	ST	0.782543063026528	0.629661830481023	23	16	0.227640320020868	0.442633955596132
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Reyranellales..f__Reyranellaceae..g__Reyranella	Treatment	ST	0.689267253320366	0.553996317622931	23	21	0.227144455697614	0.442633955596132
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Gemmatimonadales..f__GWC2.71.9..g__Palsa.1233	Treatment	ST	-0.662409236259347	0.535295649741003	23	9	0.22957335650603	0.44515609294798
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Legionellales..f__Legionellaceae..g__Tatlockia	Treatment	ST	1.1888885204668	0.963685486750603	23	16	0.230948754892354	0.446585990123337
d__Bacteria..p__Planctomycetota..NA..NA..NA..NA	Treatment	ST	-0.664313272276559	0.541191277167507	23	11	0.233216768166662	0.449729305004583
d__Bacteria..p__Myxococcota..c__Polyangia..o__Polyangiales..f__SG8.38..g__JAADHO01	Treatment	ST	-0.486172075646903	0.397220277562952	23	8	0.234531585580302	0.451022279962119
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__DSM.16500..f__DSM.16500..g__JABDGC01	Treatment	ST	1.08453209871768	0.887693736249889	23	10	0.235343446716914	0.451343596443397
d__Bacteria..p__Chloroflexota..c__Chloroflexia..o__Chloroflexales..f__Roseiflexaceae..g__SDU3.3	Treatment	ST	-0.501463842636709	0.41116838996674	23	7	0.236135123224638	0.451624552615429
d__Bacteria..p__Myxococcota..c__Myxococcia..o__Myxococcales..f__Myxococcaceae..g__RPRB01	Treatment	ST	1.09533995176148	0.905043486315522	23	13	0.239625157069868	0.45705070830765
d__Archaea..p__Thermoplasmatota..c__Thermoplasmata..NA..NA..NA	Treatment	ST	-1.57659490878942	1.31796275884132	23	14	0.244936495086399	0.457214790827944
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Nakamurellaceae..g__Nakamurella	Treatment	ST	0.432055219186839	0.360089737598742	23	5	0.243558023609638	0.457214790827944
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Propionibacteriales..f__Nocardioidaceae..g__Aeromicrobium	Treatment	ST	0.930830552103519	0.77688200586273	23	12	0.244202041809277	0.457214790827944
d__Bacteria..p__Chloroflexota..c__Anaerolineae..o__Anaerolineales..f__EnvOPS12..g__DSXF01	Treatment	ST	-0.425104221170768	0.352541038131032	23	3	0.241294428513082	0.457214790827944
d__Bacteria..p__Desulfobacterota..NA..NA..NA..NA	Treatment	ST	-0.748900233345874	0.625696432613639	23	7	0.244680642741678	0.457214790827944
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Acetobacterales..f__Acetobacteraceae..g__Roseomonas_B	Treatment	ST	-0.424298280363604	0.351973732040872	23	3	0.241425169447139	0.457214790827944
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Rhizobiaceae..g__Mesorhizobium	Treatment	ST	-1.01449865487055	0.846015049916684	23	12	0.243826036874603	0.457214790827944
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__Burkholderiaceae..NA	Treatment	ST	0.60773665253416	0.506289829942461	23	23	0.243360867505436	0.457214790827944
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Sphingomonadales..f__Sphingomonadaceae..g__Qipengyuania	Treatment	ST	0.43639456825673	0.365379743223285	23	8	0.245654087619294	0.457334737589111
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..NA..NA	Treatment	ST	-0.334776921735258	0.28429721669344	23	3	0.252145880299512	0.464836825661
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Flavobacteriales..f__Flavobacteriaceae..g__Salinimicrobium	Treatment	ST	-0.867617686720621	0.736860847802905	23	4	0.252188190595844	0.464836825661
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__NS11.12g..f__UBA9320..g__UBA987	Treatment	ST	-0.336137934596056	0.285395053284707	23	3	0.25205258327815	0.464836825661
d__Bacteria..p__Bdellovibrionota..c__Oligoflexia..o__Oligoflexales..f__Oligoflexaceae..g__Oligoflexus	Treatment	ST	0.8010192257478	0.681507827923166	23	12	0.253004043681201	0.464836825661
d__Bacteria..p__Sumerlaeota..c__Sumerlaeia..o__Sumerlaeales..f__Sumerlaeaceae..g__HGW.BRC1.1	Treatment	ST	-0.97693870114196	0.831042139210751	23	21	0.252927628090881	0.464836825661
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Actinomycetales..f__Microbacteriaceae..g__Agromyces	Treatment	ST	-0.628488658090902	0.537192117158249	23	17	0.255127816618415	0.467511705845264
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Gemmatales..f__Gemmataceae..g__SIAQ01	Treatment	ST	-0.573048755280819	0.49166406051226	23	12	0.256873119176044	0.469480896666398
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Planctomycetales..f__Mal52..g__Symmachiella	Treatment	ST	-0.730088770605979	0.627590715730103	23	16	0.257748309032069	0.46985368833971
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__Acidimicrobiales..f__Ilumatobacteraceae..g__Ilumatobacter	Treatment	ST	-0.98736282523257	0.854376349865764	23	14	0.260802747769679	0.47418681412669
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__SG8.39..g__2.12.FULL.64.23	Treatment	ST	-0.526706409007548	0.467133632494974	23	10	0.27223774239896	0.493695387770134
d__Bacteria..p__Desulfobacterota_B..c__Binatia..o__Bin18..f__Bin18..g__JABFSC01	Treatment	ST	-0.739710295697429	0.661048813453233	23	14	0.275779020555679	0.497737934963649
d__Bacteria..p__Myxococcota..c__Polyangia..o__Nannocystales..f__Nannocystaceae..NA	Treatment	ST	-0.458224407385296	0.40966021739873	23	19	0.27596564674638	0.497737934963649
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Devosiaceae..g__Devosia_A	Treatment	ST	0.66609992868468	0.596314473907217	23	18	0.276600081001228	0.497737934963649
d__Bacteria..p__Armatimonadota..c__Abditibacteria..o__Abditibacteriales..f__Abditibacteriaceae..g__Abditibacterium	Treatment	ST	0.777752615746662	0.699538175223442	23	17	0.278787320715114	0.4991077352956
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Sphingomonadales..f__Sphingomonadaceae..g__Sphingobium	Treatment	ST	0.487150346637126	0.437878704272793	23	8	0.278487018900471	0.4991077352956
d__Bacteria..p__Bdellovibrionota..c__Bdellovibrionia..o__Bdellovibrionales..f__Bdellovibrionaceae..g__Bdellovibrio	Treatment	ST	0.666496943098036	0.602149131092603	23	9	0.280871286532013	0.500279645222415
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..NA..NA	Treatment	ST	0.441842259673751	0.398712559456465	23	23	0.280318616174377	0.500279645222415
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__Acidimicrobiales..f__CAIXPF01..g__WHTX01	Treatment	ST	0.375571655410561	0.341507458493859	23	3	0.283890416867955	0.50101588783984
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Micavibrionales..f__Micavibrionaceae..NA	Treatment	ST	-0.487753121466579	0.441934183637772	23	4	0.282219667508165	0.50101588783984
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__DSM.16500..f__DSM.16500..g__BMAH01	Treatment	ST	1.3481489475607	1.2284210594295	23	20	0.284863319086081	0.50101588783984
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Steroidobacterales..f__Steroidobacteraceae..g__ZC4RG30	Treatment	ST	0.375765996996649	0.341647195917258	23	3	0.283839730226212	0.50101588783984
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Chthoniobacterales..f__UBA6821..g__UBA6821	Treatment	ST	0.543686986907724	0.495097855967537	23	7	0.284574997517693	0.50101588783984
d__Archaea..NA..NA..NA..NA..NA	Treatment	ST	-1.2894754400663	1.1784360335151	23	19	0.286248461457482	0.501138409162707
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__AKYH767..f__Palsa.948..g__Palsa.948	Treatment	ST	0.365171644366649	0.333808787361016	23	3	0.286364805235833	0.501138409162707
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pan216..f__Pan216..g__Pan216	Treatment	ST	-0.528671250215106	0.486697992866752	23	20	0.289684356886988	0.505683416012198
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__Acidimicrobiales..f__UBA8139..g__Rhabdothermincola	Treatment	ST	0.65962061664438	0.609965123687806	23	15	0.291778662479077	0.508072297849139
d__Bacteria..p__Bacteroidota..c__Rhodothermia..o__Rhodothermales..f__MEBIC09517..g__MEBICO9517	Treatment	ST	-0.306387870772752	0.283793294679468	23	3	0.29255731397844	0.508164068945181
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__IMCC26256..f__PALSA.555..g__SHVJ01	Treatment	ST	-0.435684131127318	0.408513221066998	23	9	0.298300880988235	0.516857962108329
d__Bacteria..p__Cyanobacteria..c__Cyanobacteriia..o__PCC.6307..f__Cyanobiaceae..NA	Treatment	ST	0.409684058412171	0.385868154529733	23	3	0.300420922046471	0.518236598360798
d__Bacteria..p__Myxococcota..c__Polyangia..o__Nannocystales..f__Nannocystaceae..g__Nannocystis	Treatment	ST	0.644261120837685	0.607754325912225	23	10	0.301154360187691	0.518236598360798
d__Bacteria..p__Myxococcota..c__UBA727..o__UBA727..f__VGSZ01..g__JACOUT01	Treatment	ST	0.420144496375081	0.396474517238035	23	3	0.301317565046921	0.518236598360798
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Propionibacteriales..f__Kribbellaceae..g__Kribbella	Treatment	ST	0.374649514542677	0.354730495085809	23	3	0.302897993192458	0.519677929496864
